NOME_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA;PRINCIPIO_ATIVO;EMPRESA_DETENTORA_REGISTRO
COLEMONO;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
CRESLIP;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
DEZEMIM;Similar;ANTILIPEMICOS;EZETIMIBA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
EBATZ;Similar;ANTILIPEMICOS;pitavastatina cálcica;LIBBS FARMACÊUTICA LTDA
EMIBAZET;Similar;ANTILIPEMICOS;EZETIMIBA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
EMIBAZET SINV;Similar;ANTILIPEMICOS;EZETIMIBA, SINVASTATINA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
FENOBRATY;Similar;ANTILIPEMICOS;FENOFIBRATO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
LANPEXIO;Similar;ANTILIPEMICOS;FENOFIBRATO;ABBOTT LABORATÓRIOS DO BRASIL LTDA
LESTER;Similar;ANTILIPEMICOS;pitavastatina cálcica;SUPERA FARMA LABORATÓRIOS S.A
LIPANON;Similar;ANTILIPEMICOS;FENOFIBRATO;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
LIPFITE;Similar;ANTILIPEMICOS;CIPROFIBRATO;LABORATÓRIO GLOBO SA
LIPIGRAN;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
LIPISTAT;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;EMS SIGMA PHARMA LTDA
LIPISTATINA;Similar;ANTILIPEMICOS;SINVASTATINA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
LIPITOR;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;VIATRIS FARMACEUTICA DO BRASIL LTDA
LIPLESS;Similar;ANTILIPEMICOS;CIPROFIBRATO;BIOLAB SANUS FARMACÊUTICA LTDA
LIPNEO;Similar;ANTILIPEMICOS;CIPROFIBRATO;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
LIPTHAL;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;LABORATÓRIO TEUTO BRASILEIRO S/A
MENOCOL;Similar;ANTILIPEMICOS;SINVASTATINA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
PIVAST;Similar;ANTILIPEMICOS;pitavastatina cálcica;EUROFARMA LABORATORIOS S.A.
PLENANCE;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;LIBBS FARMACÊUTICA LTDA
POSICOR;Similar;ANTILIPEMICOS;EZETIMIBA;BIOLAB SANUS FARMACÊUTICA LTDA
POSICOR SIN;Similar;ANTILIPEMICOS;EZETIMIBA, SINVASTATINA;BIOLAB SANUS FARMACÊUTICA LTDA
RAVUMA;Similar;ANTILIPEMICOS;CIPROFIBRATO;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
REDUCOFEN;Similar;ANTILIPEMICOS;FENOFIBRATO;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
RIDUZI;Similar;ANTILIPEMICOS;FENOFIBRATO;TORRENT DO BRASIL LTDA
ROSA®;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;FARMOQUÍMICA S/A
ROSUCOR;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;TORRENT DO BRASIL LTDA
ROSULIB;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
ROSUNEO;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
ROSUSTATIN;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
ROX;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;EUROFARMA LABORATORIOS S.A.
ROZUBINE;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
RUNNER;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
RUNNER EZE;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA, EZETIMIBA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
RUSOVAS;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;EMS SIGMA PHARMA LTDA
RUVA;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;EUROFARMA LABORATORIOS S.A.
RUVASCOR;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
SANCOL;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
SIMLIP;Similar;ANTILIPEMICOS;SINVASTATINA;LABORATÓRIO GLOBO SA
SINVALIP;Similar;ANTILIPEMICOS;SINVASTATINA;EMS S/A
SINVASCOR;Similar;ANTILIPEMICOS;SINVASTATINA;LABORATÓRIOS BALDACCI LTDA
SINVASCOR EZE;Similar;ANTILIPEMICOS;EZETIMIBA, SINVASTATINA;LABORATÓRIOS BALDACCI LTDA
SINVASMAX;Similar;ANTILIPEMICOS;SINVASTATINA;LABORATÓRIO GLOBO SA
SINVASTACOR;Similar;ANTILIPEMICOS;SINVASTATINA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
SINVASTAMED;Similar;ANTILIPEMICOS;SINVASTATINA;CIMED INDUSTRIA S.A
SINVATROX;Similar;ANTILIPEMICOS;SINVASTATINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
SINVATROX EZE;Similar;ANTILIPEMICOS;EZETIMIBA, SINVASTATINA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
SINVAX;Similar;ANTILIPEMICOS;SINVASTATINA;GEOLAB INDÚSTRIA FARMACÊUTICA S/A
SINZETAB;Similar;ANTILIPEMICOS;EZETIMIBA, SINVASTATINA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
SOLOMIA;Similar;ANTILIPEMICOS;FENOFIBRATO;CIMED INDUSTRIA S.A
TEUMIB;Similar;ANTILIPEMICOS;EZETIMIBA;LABORATÓRIO TEUTO BRASILEIRO S/A
TORVILIP;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
TREZOR;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
UNAK;Similar;ANTILIPEMICOS;SINVASTATINA;DIFFUCAP
VASLIP;Similar;ANTILIPEMICOS;SINVASTATINA, CELULOSE MICROCRISTALINA;BIOLAB SANUS FARMACÊUTICA LTDA
VAST;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;EUROFARMA LABORATORIOS S.A.
VAZTMED;Similar;ANTILIPEMICOS;ATORVASTATINA CÁLCICA;CIMED INDUSTRIA S.A
ZETERINA;Similar;ANTILIPEMICOS;EZETIMIBA;ALTHAIA S.A. INDUSTRIA FARMACEUTICA
ZINPASS;Similar;ANTILIPEMICOS;ROSUVASTATINA CÁLCICA;SANOFI MEDLEY FARMACÊUTICA LTDA.
CLOROQUINA DIFOSFATO;Similar;ANTIMALARICOS;DIFOSFATO DE CLOROQUINA;FUNDAÇÃO OSWALDO CRUZ
LFM-MEFLOQUINA;Similar;ANTIMALARICOS;CLORIDRATO DE MEFLOQUINA;LABORATÓRIO FARMACÊUTICO DA MARINHA
LQFEX - CLOROQUINA;Similar;ANTIMALARICOS;DICLORIDRATO DE CLOROQUINA, DIFOSFATO DE CLOROQUINA;LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO
LQFEX - MEFLOQUINA;Similar;ANTIMALARICOS;MEFLOQUINA;LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO
PAPILUP;Similar;ANTIMALARICOS;SULFATO DE HIDROXICLOROQUINA;GERMED FARMACEUTICA LTDA
QUINACRIS;Similar;ANTIMALARICOS;DIFOSFATO DE CLOROQUINA, DICLORIDRATO DE CLOROQUINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
REUMAKI;Similar;ANTIMALARICOS;SULFATO DE HIDROXICLOROQUINA;EUROFARMA LABORATORIOS S.A.
REUPLAQ;Similar;ANTIMALARICOS;SULFATO DE HIDROXICLOROQUINA;EUROFARMA LABORATORIOS S.A.
REUQUINOL;Similar;ANTIMALARICOS;SULFATO DE HIDROXICLOROQUINA;APSEN FARMACEUTICA S/A
AZILYS;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;AZACITIDINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
AZLA;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;AZACITIDINA;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
AZMID;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;AZACITIDINA;BLAU FARMACÊUTICA S.A.
CITARAX;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;CITARABINA;BLAU FARMACÊUTICA S.A.
CYTOS;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;CITARABINA;ACCORD FARMACÊUTICA LTDA
FAULDCITA;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;CITARABINA;LIBBS FARMACÊUTICA LTDA
FAULDFLUOR;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;FLUORURACILA;LIBBS FARMACÊUTICA LTDA
XPREZA;Similar;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA;AZACITIDINA;NATCOFARMA DO BRASIL LTDA
FLUDALIBBS;Similar;ANTIMETABOLICOS ANALOGOS DA PURINA;FOSFATO DE FLUDARABINA;LIBBS FARMACÊUTICA LTDA
FURP-AZATIOPRINA;Similar;ANTIMETABOLICOS ANALOGOS DA PURINA;AZATIOPRINA;FUNDAÇÃO PARA O REMÉDIO POPULAR
FAULDLEUCO;Similar;ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO;FOLINATO DE CÁLCIO;LIBBS FARMACÊUTICA LTDA
FAULDMETRO;Similar;ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO;METOTREXATO;LIBBS FARMACÊUTICA LTDA
MEXY;Similar;ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO;METOTREXATO;EUROFARMA LABORATORIOS S.A.
TECNOMET;Similar;ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO;METOTREXATO;ADIUM S.A.
MESTINON;Similar;ANTIMIASTENICOS E DESCURARIZANTES;BROMETO DE PIRIDOSTIGMINA;CELLERA FARMACÊUTICA S.A.
NEOSTHY;Similar;ANTIMIASTENICOS E DESCURARIZANTES;METILSULFATO DE NEOSTIGMINA;BLAU FARMACÊUTICA S.A.
NORMASTIG;Similar;ANTIMIASTENICOS E DESCURARIZANTES;METILSULFATO DE NEOSTIGMINA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
